# AGN bolometric luminosity data, taken from Shen et al. (2020):
# 2020ApJ.892.17D
# In this file we include all of the data from the paper, for all redshifts and
# observation bands. Units of the luminosity are erg/s. Units of the luminosity 
# function are Mpc^-3 dex^-1.
#
#Wavelength    Redshift    log_L_bol_err    log_L_bol_err    log_Phi    log_Phi_erra
hard_X_ray       1.40          45.94             0.17         -4.29        0.68
hard_X_ray       1.40          46.68             0.28         -5.57        0.62
hard_X_ray       1.40          47.40             0.26         -7.45        0.37
hard_X_ray       1.40          48.16             0.27         -8.98        0.38
hard_X_ray       1.40          43.96             1.56         -3.60        0.57
hard_X_ray       1.40          44.87             0.35         -3.85        0.66
hard_X_ray       1.40          45.47             0.23         -4.11        0.63
hard_X_ray       1.40          45.94             0.17         -4.26        0.66
hard_X_ray       1.40          46.68             0.28         -5.65        0.60
hard_X_ray       1.40          47.40             0.26         -7.40        0.45
hard_X_ray       1.40          48.16             0.27         -8.98        0.42
hard_X_ray       1.40          49.19             0.38         -10.50        0.37
hard_X_ray       1.40          43.76             0.00         -2.99        0.31
hard_X_ray       1.40          45.05             0.50         -4.00        0.21
hard_X_ray       1.40          46.40             0.50         -5.13        0.21
hard_X_ray       1.40          47.77             0.50         -7.99        0.31
hard_X_ray       1.40          46.08             0.00         -4.63        0.36
hard_X_ray       1.40          46.42             0.12         -5.20        0.25
hard_X_ray       1.40          46.76             0.12         -5.89        0.20
hard_X_ray       1.40          47.10             0.12         -6.58        0.19
hard_X_ray       1.40          47.44             0.12         -7.47        0.29
hard_X_ray       1.40          47.79             0.12         -7.95        0.36
hard_X_ray       1.40          42.98             0.00         -2.99        1.02
hard_X_ray       1.40          43.29             0.12         -3.26        0.43
hard_X_ray       1.40          43.60             0.12         -3.51        0.25
hard_X_ray       1.40          43.91             0.12         -3.56        0.16
hard_X_ray       1.40          44.24             0.12         -3.54        0.11
hard_X_ray       1.40          44.56             0.12         -3.77        0.09
hard_X_ray       1.40          44.89             0.12         -3.84        0.07
hard_X_ray       1.40          45.22             0.12         -3.99        0.07
hard_X_ray       1.40          45.55             0.12         -4.20        0.07
hard_X_ray       1.40          45.89             0.12         -4.34        0.08
hard_X_ray       1.40          46.23             0.12         -4.76        0.11
hard_X_ray       1.40          46.57             0.12         -5.49        0.13
hard_X_ray       1.40          46.91             0.12         -6.29        0.19
hard_X_ray       1.40          47.25             0.12         -7.32        0.47
hard_X_ray       1.40          47.59             0.12         -7.77        0.45
hard_X_ray       1.40          44.72             0.00         -3.66        0.21
hard_X_ray       1.40          45.32             0.23         -3.94        0.21
hard_X_ray       1.40          45.79             0.17         -4.27        0.21
hard_X_ray       1.40          46.53             0.28         -5.22        0.22
hard_X_ray       1.40          47.29             0.27         -7.07        0.26
hard_X_ray       1.40          48.00             0.26         -8.89        0.31
hard_X_ray       1.40          43.68             0.00         -3.39        0.37
hard_X_ray       1.40          44.16             0.19         -3.81        0.24
hard_X_ray       1.40          44.64             0.19         -3.88        0.14
hard_X_ray       1.40          45.14             0.19         -3.98        0.11
hard_X_ray       1.40          45.64             0.19         -4.27        0.13
hard_X_ray       1.40          46.14             0.19         -4.53        0.16
hard_X_ray       1.40          46.65             0.19         -5.89        0.65
hard_X_ray       1.40          47.17             0.19         -6.37        0.42
hard_X_ray       1.40          48.20             0.38         -8.83        0.66
hard_X_ray       1.40          45.18             0.00         -3.99        0.61
hard_X_ray       1.40          43.80             0.00         -3.57        0.16
hard_X_ray       1.40          44.66             0.33         -3.88        0.09
hard_X_ray       1.40          45.54             0.33         -4.25        0.09
hard_X_ray       1.40          46.44             0.33         -4.99        0.08
